id_venda,data_venda,produto,categoria,preco_unitario,quantidade,desconto_pct,forma_pagamento,estado,avaliacao_cliente
1472,2024-05-07,Monitor,Informática,849.69,1,0.0,Pix,RS,2.0
1187,2024-09-07,Monitor,Informática,956.23,1,0.1,Cartão de Crédito,RS,4.0
1238,2024-04-29,Monitor,Informática,866.83,3,0.0,Pix,CE,3.0
1417,2024-11-10,Notebook,Informática,2657.43,1,0.0,Pix,BA,4.0
1347,2024-04-29,Monitor,Informática,811.75,2,0.0,Pix,SC,3.0
1241,2024-11-28,Fone de Ouvido,Acessórios,247.08,1,0.0,Cartão de Crédito,PE,4.0
1296,2024-09-07,Monitor,Informática,978.15,1,0.0,Cartão de Crédito,SC,5.0
1571,2024-11-19,Teclado,Acessórios,198.03,2,0.0,Pix,CE,5.0
1436,2024-09-03,Fone de Ouvido,Acessórios,297.84,1,0.0,Pix,PE,4.0
1534,2024-08-01,Notebook,Informática,3940.46,1,0.0,Cartão de Crédito,SC,1.0
1577,2024-01-07,Monitor,Informática,717.77,1,0.0,Cartão de Crédito,BA,4.0
1125,2024-04-07,Fone de Ouvido,Acessórios,266.56,1,0.0,Cartão de Débito,CE,5.0
1056,2024-06-18,Notebook,Informática,3757.81,1,0.0,Pix,CE,5.0
1501,2024-02-27,Monitor,Informática,1083.91,1,0.0,Pix,RS,3.0
1348,2024-02-22,Fone de Ouvido,Acessórios,284.51,1,0.0,Cartão de Débito,MG,2.0
1382,2024-04-10, fone de ouvido ,Acessórios,229.13,2,0.05,Cartão de Débito,CE,2.0
